marianokamp,newsrob,https://github.com/marianokamp/newsrob
moribitotech,MTX,https://github.com/moribitotech/MTX
xplodwild,android_packages_apps_Focal,https://github.com/xplodwild/android_packages_apps_Focal
bjornharrtell,extjs,https://github.com/bjornharrtell/extjs
aphyr,interval-metrics,https://github.com/aphyr/interval-metrics
zhuowei,Xenologer,https://github.com/zhuowei/Xenologer
mcxiaoke,android-volley,https://github.com/mcxiaoke/android-volley
itisaid,Doris,https://github.com/itisaid/Doris
typesafehub,activator-akka-java-spring,https://github.com/typesafehub/activator-akka-java-spring
limccn,Android-Charts,https://github.com/limccn/Android-Charts
adamrocker,volley,https://github.com/adamrocker/volley
billthefarmer,mididriver,https://github.com/billthefarmer/mididriver
cr2121,spring,https://github.com/cr2121/spring
readium,SDKLauncher-Android,https://github.com/readium/SDKLauncher-Android
Netflix,Lipstick,https://github.com/Netflix/Lipstick
kunny,blog_samples,https://github.com/kunny/blog_samples
daveyliam,mapwriter,https://github.com/daveyliam/mapwriter
the1dynasty,IconPack-Template,https://github.com/the1dynasty/IconPack-Template
koush,ion,https://github.com/koush/ion
JetBrains,hackathon-Embeditor,https://github.com/JetBrains/hackathon-Embeditor
hortonworks,hoya,https://github.com/hortonworks/hoya
blakeembrey,code-problems,https://github.com/blakeembrey/code-problems
google,auto,https://github.com/google/auto
nmonvisualizer,nmonvisualizer,https://github.com/nmonvisualizer/nmonvisualizer
feelinglucky,iZhihu,https://github.com/feelinglucky/iZhihu
QBurst,PenQ,https://github.com/QBurst/PenQ
tennc,webshell,https://github.com/tennc/webshell
suwa-yuki,VolleySample,https://github.com/suwa-yuki/VolleySample
benbahrenburg,Ti.GA,https://github.com/benbahrenburg/Ti.GA
angelozerr,tern.java,https://github.com/angelozerr/tern.java
pbyrne84,DynamicReturnTypePlugin,https://github.com/pbyrne84/DynamicReturnTypePlugin
Cascading,pattern,https://github.com/Cascading/pattern
ddewaele,GoogleMapsV2WithActionBarSherlock,https://github.com/ddewaele/GoogleMapsV2WithActionBarSherlock
Kode,Kore,https://github.com/Kode/Kore
lxdvs,Volley-OkHttp-Android,https://github.com/lxdvs/Volley-OkHttp-Android
betfair,API-NG-sample-code,https://github.com/betfair/API-NG-sample-code
jboss-javassist,javassist,https://github.com/jboss-javassist/javassist
jeffheaton,aifh,https://github.com/jeffheaton/aifh
chili-epfl,chilitags,https://github.com/chili-epfl/chilitags
zeroturnaround,zt-exec,https://github.com/zeroturnaround/zt-exec
adennie,fb-android-dagger,https://github.com/adennie/fb-android-dagger
couchbaselabs,GrocerySync-Android,https://github.com/couchbaselabs/GrocerySync-Android
mirror,reactos,https://github.com/mirror/reactos
dkunzler,esperandro,https://github.com/dkunzler/esperandro
trautonen,coveralls-maven-plugin,https://github.com/trautonen/coveralls-maven-plugin
avast,android-styled-dialogs,https://github.com/avast/android-styled-dialogs
HaxeFoundation,haxe,https://github.com/HaxeFoundation/haxe
ManuelPeinado,FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar
OpenMods,OpenPeripheral,https://github.com/OpenMods/OpenPeripheral
ManuelPeinado,FadingActionBar-Native,https://github.com/ManuelPeinado/FadingActionBar-Native
midworld,unity-googledrive,https://github.com/midworld/unity-googledrive
jacobhyphenated,PokerServer,https://github.com/jacobhyphenated/PokerServer
pkainulainen,spring-data-jpa-examples,https://github.com/pkainulainen/spring-data-jpa-examples
nickrussler,Android-Wifi-Hotspot-Manager-Class,https://github.com/nickrussler/Android-Wifi-Hotspot-Manager-Class
codepath,android-rest-client-template,https://github.com/codepath/android-rest-client-template
OpenWireSec,metasploit,https://github.com/OpenWireSec/metasploit
nextcloud,news-android,https://github.com/nextcloud/news-android
M66B,XPrivacy,https://github.com/M66B/XPrivacy
gdg-x,frisbee,https://github.com/gdg-x/frisbee
rcarz,jira-client,https://github.com/rcarz/jira-client
centic9,jgit-cookbook,https://github.com/centic9/jgit-cookbook
OpenHFT,Java-Lang,https://github.com/OpenHFT/Java-Lang
jakobwenzel,MensaGuthaben,https://github.com/jakobwenzel/MensaGuthaben
panxw,android-image-indicator,https://github.com/panxw/android-image-indicator
flavienlaurent,poppyview,https://github.com/flavienlaurent/poppyview
schildbach,public-transport-enabler,https://github.com/schildbach/public-transport-enabler
dobin,BurpSentinel,https://github.com/dobin/BurpSentinel
holdenk,fastdataprocessingwithsparkexamples,https://github.com/holdenk/fastdataprocessingwithsparkexamples
chalup,microorm,https://github.com/chalup/microorm
mogoweb,chromium_webview,https://github.com/mogoweb/chromium_webview
ObjectLayout,ObjectLayout,https://github.com/ObjectLayout/ObjectLayout
apache,oltu,https://github.com/apache/oltu
winghc,hadoop2x-eclipse-plugin,https://github.com/winghc/hadoop2x-eclipse-plugin
commonsguy,cwac-pager,https://github.com/commonsguy/cwac-pager
sagemath,android,https://github.com/sagemath/android
eliben,pss,https://github.com/eliben/pss
MinimallyCorrect,TickProfiler,https://github.com/MinimallyCorrect/TickProfiler
ralcr,haxe-objc-target,https://github.com/ralcr/haxe-objc-target
playframework,play-scala-websocket-example,https://github.com/playframework/play-scala-websocket-example
ademar111190,CppAndroidIosExample,https://github.com/ademar111190/CppAndroidIosExample
mcxiaoke,minicat,https://github.com/mcxiaoke/minicat
Fruzenshtein,spr-data,https://github.com/Fruzenshtein/spr-data
ReikaKalseki,RotaryCraft,https://github.com/ReikaKalseki/RotaryCraft
acmeair,acmeair,https://github.com/acmeair/acmeair
nicolasjafelle,SherlockNavigationDrawer,https://github.com/nicolasjafelle/SherlockNavigationDrawer
juven,portable-config-maven-plugin,https://github.com/juven/portable-config-maven-plugin
rdrobinson3,VolleyImageCacheExample,https://github.com/rdrobinson3/VolleyImageCacheExample
jdmr,fileUpload,https://github.com/jdmr/fileUpload
youtube,yt-direct-lite-android,https://github.com/youtube/yt-direct-lite-android
