jopt-simple,jopt-simple,https://github.com/jopt-simple/jopt-simple
hypertable,hypertable,https://github.com/hypertable/hypertable
circonus-labs,reconnoiter,https://github.com/circonus-labs/reconnoiter
moai,moai-dev,https://github.com/moai/moai-dev
moai,moai-beta,https://github.com/moai/moai-beta
maqetta,maqetta,https://github.com/maqetta/maqetta
harism,android_page_curl,https://github.com/harism/android_page_curl
nicksieger,refactoring-to-rails,https://github.com/nicksieger/refactoring-to-rails
skyscreamer,yoga,https://github.com/skyscreamer/yoga
fqrouter,fqrouter,https://github.com/fqrouter/fqrouter
garbear,xbmc,https://github.com/garbear/xbmc
bekvon,Residence,https://github.com/bekvon/Residence
dhanji,sitebricks,https://github.com/dhanji/sitebricks
sbastn,com.happyprog.tdgotchi,https://github.com/sbastn/com.happyprog.tdgotchi
nyholku,purejavacomm,https://github.com/nyholku/purejavacomm
epfl-lara,ScalaZ3,https://github.com/epfl-lara/ScalaZ3
stathissideris,ditaa,https://github.com/stathissideris/ditaa
Mashape,unirest-java,https://github.com/Mashape/unirest-java
Yelp,parcelgen,https://github.com/Yelp/parcelgen
cloudfoundry,java-buildpack-auto-reconfiguration,https://github.com/cloudfoundry/java-buildpack-auto-reconfiguration
vitmalina,w2ui,https://github.com/vitmalina/w2ui
koush,UrlImageViewHelper,https://github.com/koush/UrlImageViewHelper
stephane,modbusino,https://github.com/stephane/modbusino
hibernate,hibernate-ogm,https://github.com/hibernate/hibernate-ogm
Mach5,supersonic,https://github.com/Mach5/supersonic
fabric8io,fabric8,https://github.com/fabric8io/fabric8
mburman,Android-File-Explore,https://github.com/mburman/Android-File-Explore
fiji,fiji,https://github.com/fiji/fiji
FellowTraveler,otapij,https://github.com/FellowTraveler/otapij
wks,ik-analyzer,https://github.com/wks/ik-analyzer
rjeschke,txtmark,https://github.com/rjeschke/txtmark
thasmin,Podax,https://github.com/thasmin/Podax
brantb,solarized,https://github.com/brantb/solarized
alanfgates,programmingpig,https://github.com/alanfgates/programmingpig
boundary,high-scale-lib,https://github.com/boundary/high-scale-lib
FasterXML,jackson-dataformat-csv,https://github.com/FasterXML/jackson-dataformat-csv
doffm,android-dragarea,https://github.com/doffm/android-dragarea
dat,stanford-ner,https://github.com/dat/stanford-ner
jOOQ,jOOQ,https://github.com/jOOQ/jOOQ
PEXPlugins,PermissionsEx,https://github.com/PEXPlugins/PermissionsEx
jpos,jPOS-EE,https://github.com/jpos/jPOS-EE
jhclark,multeval,https://github.com/jhclark/multeval
verekia,initializr,https://github.com/verekia/initializr
buzzinglight,IanniX,https://github.com/buzzinglight/IanniX
cocos2d,cocos2d-x-extensions,https://github.com/cocos2d/cocos2d-x-extensions
timmolter,Yank,https://github.com/timmolter/Yank
sematext,HBaseWD,https://github.com/sematext/HBaseWD
lessthanoptimal,BoofCV,https://github.com/lessthanoptimal/BoofCV
johncarpenter,Android-GPX-Mock-Location-Provider,https://github.com/johncarpenter/Android-GPX-Mock-Location-Provider
justin-taylor,Android-Desktop-Remote-Control,https://github.com/justin-taylor/Android-Desktop-Remote-Control
bmeike,ProgrammingAndroidExamples,https://github.com/bmeike/ProgrammingAndroidExamples
liuxinyu95,AlgoXY,https://github.com/liuxinyu95/AlgoXY
dlwh,epic,https://github.com/dlwh/epic
scoutant,blokish,https://github.com/scoutant/blokish
AS3Commons,as3commons-collections,https://github.com/AS3Commons/as3commons-collections
AS3Commons,as3commons-ui,https://github.com/AS3Commons/as3commons-ui
rest-driver,rest-driver,https://github.com/rest-driver/rest-driver
JuliaLang,julia,https://github.com/JuliaLang/julia
dojo,dwb,https://github.com/dojo/dwb
mozilla-metrics,bagheera,https://github.com/mozilla-metrics/bagheera
cucumber-attic,gherkin-editor,https://github.com/cucumber-attic/gherkin-editor
bencall,RPlay,https://github.com/bencall/RPlay
horstjens,ThePythonGameBook,https://github.com/horstjens/ThePythonGameBook
froks,JAirPort,https://github.com/froks/JAirPort
lmatteis,apejs,https://github.com/lmatteis/apejs
dstepanov,coffeescript-netbeans,https://github.com/dstepanov/coffeescript-netbeans
jsuereth,scala-in-depth-source,https://github.com/jsuereth/scala-in-depth-source
attractivechaos,plb,https://github.com/attractivechaos/plb
thedatachef,varaha,https://github.com/thedatachef/varaha
forge,core,https://github.com/forge/core
timmolter,Sundial,https://github.com/timmolter/Sundial
SimpleServer,SimpleServer,https://github.com/SimpleServer/SimpleServer
pierre,meteo,https://github.com/pierre/meteo
Flowdalic,asmack,https://github.com/Flowdalic/asmack
rdelbru,SIREn,https://github.com/rdelbru/SIREn
appoxy,simplejpa,https://github.com/appoxy/simplejpa
WeaveTeam,Weave,https://github.com/WeaveTeam/Weave
fgp,AirReceiver,https://github.com/fgp/AirReceiver
tduehr,buby,https://github.com/tduehr/buby
SINTEF-9012,JArduino,https://github.com/SINTEF-9012/JArduino
deanwampler,scala-hadoop,https://github.com/deanwampler/scala-hadoop
ibdknox,socket.io-netty,https://github.com/ibdknox/socket.io-netty
java-native-access,jna,https://github.com/java-native-access/jna
commonsguy,cw-andtuning,https://github.com/commonsguy/cw-andtuning
vinc3m1,android-segmentedradiobutton,https://github.com/vinc3m1/android-segmentedradiobutton
devopsfolks,podam,https://github.com/devopsfolks/podam
mkalam-alami,inventory-tweaks,https://github.com/mkalam-alami/inventory-tweaks
ahmetb,orman,https://github.com/ahmetb/orman
SpoutDev,Spout,https://github.com/SpoutDev/Spout
sjrd,ozma,https://github.com/sjrd/ozma
pegli,couchbase_ti,https://github.com/pegli/couchbase_ti
enebo,Purugin,https://github.com/enebo/Purugin
akka,akka-samples,https://github.com/akka/akka-samples
talios,coffee-maven-plugin,https://github.com/talios/coffee-maven-plugin
wakaleo,game-of-life,https://github.com/wakaleo/game-of-life
okfde,froide,https://github.com/okfde/froide
dboissier,jenkins-control-plugin,https://github.com/dboissier/jenkins-control-plugin
bendemboski,DateSlider,https://github.com/bendemboski/DateSlider
perwendel,spark,https://github.com/perwendel/spark
stoicflame,enunciate,https://github.com/stoicflame/enunciate
darrinholst,sass-java,https://github.com/darrinholst/sass-java
impetus-opensource,Kundera,https://github.com/impetus-opensource/Kundera
socialize,socialize-sdk-android,https://github.com/socialize/socialize-sdk-android
nikclayton,android-squeezer,https://github.com/nikclayton/android-squeezer
pakerfeldt,android-viewflow,https://github.com/pakerfeldt/android-viewflow
muennich,mupdf,https://github.com/muennich/mupdf
